Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13060084,2020-11-14 10:24:18,2020-11-14 10:18:07,40956,15563280,40956,380,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060084/SRR13060084.lite.1,SRX9508531,M00175:A20.2.30_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717069,SAMN16679265,simple,408170,human gut metagenome,A20.2.30_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,B012F28B25A460959C469F99E61B96E6,ED78BE98806EEC04F35A87DF6365F661
SRR13060083,2020-11-14 10:24:18,2020-11-14 10:17:55,38758,14728040,38758,380,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR013/13060/SRR13060083/SRR13060083.lite.1,SRX9508532,M00175:A20.2.60_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717070,SAMN16679266,simple,408170,human gut metagenome,A20.2.60_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,0E4CF8C40902E48CB2ABD14511051FFF,593628EB63C5D5BD90FF3790B211C555
SRR13060082,2020-11-14 10:24:18,2020-11-14 10:17:52,37188,14131440,37188,380,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR013/13060/SRR13060082/SRR13060082.lite.1,SRX9508533,M00175:A20.2.7_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717071,SAMN16679267,simple,408170,human gut metagenome,A20.2.7_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,A81346DEC4AE1F307744F9B5046CCA65,BF4A269A8D33F2AF185C9454B667B2E7
SRR13060081,2020-11-14 10:24:18,2020-11-14 10:18:07,50118,19044840,50118,380,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060081/SRR13060081.lite.1,SRX9508534,M00175:A20.2.90_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717072,SAMN16679268,simple,408170,human gut metagenome,A20.2.90_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,5850A27AA00BAD6EC62114DA38741AA0,E72E28743CC7EEFB4B4E30C4349E217F
SRR13060080,2020-11-14 10:24:18,2020-11-14 10:18:01,43447,16509860,43447,380,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060080/SRR13060080.lite.1,SRX9508535,M00175:A21.1.180_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717073,SAMN16679269,simple,408170,human gut metagenome,A21.1.180_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,1EF537F26FBBD9B119BB1CE9F12E3509,8A956A1F8836DEEE270410651B10D3D4
SRR13060086,2020-11-14 10:24:18,2020-11-14 10:19:12,2550092,698643669,2550092,273,274,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060086/SRR13060086.lite.1,SRX9508529,NS500153:4.13.DP_wgs,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP292558,PRJNA674880,,674880,SRS7717067,SAMN16679011,simple,408170,human gut metagenome,4.13.DP_wgs,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,B573A9C801A97D0D9A39FB698DE06B0E,95DC326F53FB330F9FBC9ADDC3FC395B
SRR13060089,2020-11-14 10:24:18,2020-11-14 10:18:14,32693,12423340,32693,380,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR013/13060/SRR13060089/SRR13060089.lite.1,SRX9508526,M00175:A19.1.30_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717065,SAMN16679261,simple,408170,human gut metagenome,A19.1.30_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,79158956E6AA345358A815537E7CEF96,80188D4415606BA59432FB3B2026987A
SRR13060088,2020-11-14 10:24:18,2020-11-14 10:18:03,37948,14420240,37948,380,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR013/13060/SRR13060088/SRR13060088.lite.1,SRX9508527,M00175:A19.1.60_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717064,SAMN16679262,simple,408170,human gut metagenome,A19.1.60_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,5D3FDD484224C771AA2B50C52D3F827F,C03E7A42DAEA9D55AC12A4F01684874A
SRR13060087,2020-11-14 10:24:18,2020-11-14 10:18:06,41065,15604700,41065,380,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060087/SRR13060087.lite.1,SRX9508528,M00175:A19.1.7_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717066,SAMN16679263,simple,408170,human gut metagenome,A19.1.7_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,9937F43CC507A7FC59E08FE305BE01AC,EE5C66F2B26168BA2C2B36A4526551E8
SRR13060085,2020-11-14 10:24:18,2020-11-14 10:18:02,31668,12033840,31668,380,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR013/13060/SRR13060085/SRR13060085.lite.1,SRX9508530,M00175:A20.1.7_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717068,SAMN16679264,simple,408170,human gut metagenome,A20.1.7_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,9297EA284C493CAC0995FB3EC4569E21,D76F27832D3870A4E18A898CB315B502
SRR13060091,2020-11-14 10:24:17,2020-11-14 10:18:04,43644,16584720,43644,380,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060091/SRR13060091.lite.1,SRX9508524,M00175:A19.1.0_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717062,SAMN16679259,simple,408170,human gut metagenome,A19.1.0_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,47E8975F07B42539B09F9E3F139C3504,7691DBD4A2C97671C98AB831EAA1345C
SRR13060090,2020-11-14 10:24:17,2020-11-14 10:18:02,38805,14745900,38805,380,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR013/13060/SRR13060090/SRR13060090.lite.1,SRX9508525,M00175:A19.1.180_16S,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP292558,PRJNA674880,,674880,SRS7717063,SAMN16679260,simple,408170,human gut metagenome,A19.1.180_16S,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,981A66B0AB75AC276F7EB67E2F8E1087,359F326187790BD2A816FD5C9F9CB001
SRR13060094,2020-11-14 10:24:17,2020-11-14 10:19:08,1999026,599707800,1999026,300,249,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060094/SRR13060094.lite.1,SRX9508521,NB501065:S44,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717061,SAMN16679170,simple,408170,human gut metagenome,S44,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,1EBFD6D9A04111B1376112A6B223EC13,7719093FEDB85AF818073DD5335716A5
SRR13060093,2020-11-14 10:24:17,2020-11-14 10:19:28,2972428,891728361,2972428,299,376,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060093/SRR13060093.lite.1,SRX9508522,NB501065:S46,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717060,SAMN16679171,simple,408170,human gut metagenome,S46,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,09875AF3C5818766AAD41BAB8AEDB096,458489D598756C169AE6CBF6177FFEBA
SRR13060092,2020-11-14 10:24:17,2020-11-14 10:18:20,497097,149129035,497097,299,64,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060092/SRR13060092.lite.1,SRX9508523,NB501065:S5,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717059,SAMN16679172,simple,408170,human gut metagenome,S5,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,E7B36DD688693A5905DF4A42F89DABBC,E8583A3BABC2BB4DB5251F902FECC4E5
SRR13060099,2020-11-14 10:24:17,2020-11-14 10:19:07,1083199,324959700,1083199,300,134,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060099/SRR13060099.lite.1,SRX9508516,NB501065:S183,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717055,SAMN16679165,simple,408170,human gut metagenome,S183,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,AA60A35C9AB7721CF3B61583A8A8D6D1,FA0EA48355BA4F9CF6F4A73F63E75FD7
SRR13060098,2020-11-14 10:24:17,2020-11-14 10:18:43,888861,266658300,888861,300,111,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060098/SRR13060098.lite.1,SRX9508517,NB501065:S2,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717054,SAMN16679166,simple,408170,human gut metagenome,S2,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,0294F9061B38F1C596089242D7F0503C,6C24169AE270989538317B74F4D5CF86
SRR13060097,2020-11-14 10:24:17,2020-11-14 10:19:12,1906488,571946400,1906488,300,240,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060097/SRR13060097.lite.1,SRX9508518,NB501065:S22,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717056,SAMN16679167,simple,408170,human gut metagenome,S22,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,B107EF6D0D490182A3CE1DE7BD2F46D1,58D2675DDE9FA9E620B3853F5253BF63
SRR13060096,2020-11-14 10:24:17,2020-11-14 10:21:24,2536733,761019900,2536733,300,322,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060096/SRR13060096.lite.1,SRX9508519,NB501065:S29,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717057,SAMN16679168,simple,408170,human gut metagenome,S29,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,22FE079A59389370E9993C8093848274,98C79AD8F32628F18F4310ED1BA45DAB
SRR13060095,2020-11-14 10:24:17,2020-11-14 10:19:14,1370078,411023400,1370078,300,172,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060095/SRR13060095.lite.1,SRX9508520,NB501065:S32,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717058,SAMN16679169,simple,408170,human gut metagenome,S32,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,4A93BD82C5567C7304731CE7FD097241,DFC385DE808E193CE5EB3F68679B414B
SRR13060101,2020-11-14 10:24:17,2020-11-14 10:19:41,2675168,735060774,2675168,274,285,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060101/SRR13060101.lite.1,SRX9508514,NS500153:3.5.DP_wgs,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP292558,PRJNA674880,,674880,SRS7717052,SAMN16679001,simple,408170,human gut metagenome,3.5.DP_wgs,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,FE1D302ADE832E3515A179034B1FD12F,0E42B401B8E923EBFD09D0727DA81B43
SRR13060104,2020-11-14 10:24:17,2020-11-14 10:18:42,1164161,349248300,1164161,300,142,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060104/SRR13060104.lite.1,SRX9508511,NB501065:S173,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717050,SAMN16679161,simple,408170,human gut metagenome,S173,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,0AAE3FF648A745A57846B3F086DDDFB9,DBE7B47EED67E83E9DC2DCBFFE0A3A49
SRR13060103,2020-11-14 10:24:17,2020-11-14 10:19:11,1892383,567714900,1892383,300,232,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060103/SRR13060103.lite.1,SRX9508512,NB501065:S177,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717049,SAMN16679162,simple,408170,human gut metagenome,S177,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,C38C5B42DD8BC84837EAB6945CFD5B09,A7C24DB5173B5E9A3E046673C95128BC
SRR13060102,2020-11-14 10:24:17,2020-11-14 10:18:52,892124,267637200,892124,300,112,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060102/SRR13060102.lite.1,SRX9508513,NB501065:S18,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717051,SAMN16679163,simple,408170,human gut metagenome,S18,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,7C475D7221B98839C2CDE8A74D0525FA,1B1AA2B8BEA628CC653D0786B7149DFC
SRR13060100,2020-11-14 10:24:17,2020-11-14 10:19:11,1068100,320430000,1068100,300,132,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060100/SRR13060100.lite.1,SRX9508515,NB501065:S181,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717053,SAMN16679164,simple,408170,human gut metagenome,S181,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,246DBEE14C84DDDDFA78A7B0377A9EA1,4C2CC712E8A48CBC6D82148F9CC84C77
SRR13060109,2020-11-14 10:24:17,2020-11-14 10:19:44,1418545,425563500,1418545,300,175,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060109/SRR13060109.lite.1,SRX9508506,NB501065:S159,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717044,SAMN16679156,simple,408170,human gut metagenome,S159,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,EAED72D17E2693668B2F580F59774F85,1ED167F88ECB1C0ED6DC772108257483
SRR13060108,2020-11-14 10:24:17,2020-11-14 10:19:04,1506007,451802100,1506007,300,186,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060108/SRR13060108.lite.1,SRX9508507,NB501065:S161,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717045,SAMN16679157,simple,408170,human gut metagenome,S161,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,0743E8DE9E667F617D28A99F9324277C,C258B257F8014E966CEA0798E7665003
SRR13060107,2020-11-14 10:24:17,2020-11-14 10:19:44,1607058,482117400,1607058,300,198,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060107/SRR13060107.lite.1,SRX9508508,NB501065:S163,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717048,SAMN16679158,simple,408170,human gut metagenome,S163,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,B9544DE0B88C71A1326C607250B5EAD7,DEE083DA04945979A05FA6AEE80530A7
SRR13060106,2020-11-14 10:24:17,2020-11-14 10:19:38,1780585,534175443,1780585,299,220,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060106/SRR13060106.lite.1,SRX9508509,NB501065:S165,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717047,SAMN16679159,simple,408170,human gut metagenome,S165,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,E989CAA8022FDCFCDACC06895B9A5E3C,E9E262CF27911C4CFA8C3147C29516CC
SRR13060105,2020-11-14 10:24:17,2020-11-14 10:19:16,1341656,402496800,1341656,300,163,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060105/SRR13060105.lite.1,SRX9508510,NB501065:S171,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717046,SAMN16679160,simple,408170,human gut metagenome,S171,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,8DFEA28BFAE19528D1EB03CFA4196DFE,40C667BC2CD5D32EB360081FB9BAFF45
SRR13060112,2020-11-14 10:50:50,2020-11-14 10:20:11,3333440,909818914,3333440,272,359,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060112/SRR13060112.lite.1,SRX9508503,NS500153:3.13.DS_wgs,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP292558,PRJNA674880,,674880,SRS7717041,SAMN16679000,simple,408170,human gut metagenome,3.13.DS_wgs,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,C1BADFB3C31538D2EF61477193C40B62,DE7718FA8FAE1C02ADE650094F6B26B5
SRR13060114,2020-11-14 10:26:30,2020-11-14 10:23:31,6600658,1980197330,6600658,299,819,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060114/SRR13060114.lite.1,SRX9508501,NB501065:S145,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717038,SAMN16679152,simple,408170,human gut metagenome,S145,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,08301EE2FEAA15F9EE6692615DA1DDE7,E389E2D4BC18362BA9469AA8C61B1227
SRR13060113,2020-11-14 10:24:17,2020-11-14 10:19:35,1709923,512976900,1709923,300,208,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060113/SRR13060113.lite.1,SRX9508502,NB501065:S149,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717039,SAMN16679153,simple,408170,human gut metagenome,S149,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,1955684CC6F9EAE1DED01EA1D097868A,C4D346802C9A5304D9D9895B426B3EC5
SRR13060111,2020-11-14 10:24:17,2020-11-14 10:19:44,1879476,563842800,1879476,300,231,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060111/SRR13060111.lite.1,SRX9508504,NB501065:S153,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717042,SAMN16679154,simple,408170,human gut metagenome,S153,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,783976AB3F872BC4FA7F4E3D32AD3462,106874A769AB24E760D829D9F829ABBA
SRR13060110,2020-11-14 10:24:17,2020-11-14 10:19:06,1080197,324059100,1080197,300,133,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060110/SRR13060110.lite.1,SRX9508505,NB501065:S157,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717043,SAMN16679155,simple,408170,human gut metagenome,S157,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,1A806A8DE9B64F4A3FD98FF97D097276,3A3FCB7E1735F7D2EBD23FD486049408
SRR13060119,2020-11-14 10:24:17,2020-11-14 10:19:32,2154694,646408200,2154694,300,262,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060119/SRR13060119.lite.1,SRX9508496,NB501065:S125,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717035,SAMN16679147,simple,408170,human gut metagenome,S125,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,3F4D5350858E1DD3A7657FF8EC60A510,38666FFF06761E670BB8B199D47B2992
SRR13060118,2020-11-14 10:24:17,2020-11-14 10:19:15,1721846,516553773,1721846,299,210,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060118/SRR13060118.lite.1,SRX9508497,NB501065:S129,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717034,SAMN16679148,simple,408170,human gut metagenome,S129,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,417E1AC6579D35A4962AEE33622E7DBF,F725CC732400C8FD9874BD0182B199F6
SRR13060117,2020-11-14 10:24:17,2020-11-14 10:19:09,1771661,531498259,1771661,299,217,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060117/SRR13060117.lite.1,SRX9508498,NB501065:S131,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717036,SAMN16679149,simple,408170,human gut metagenome,S131,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,6A385CA0F1574FCBE18147F007F0045D,53B610A8B83603ABC41A907970DB2819
SRR13060116,2020-11-14 10:24:17,2020-11-14 10:19:13,1804163,541248900,1804163,300,222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060116/SRR13060116.lite.1,SRX9508499,NB501065:S133,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717037,SAMN16679150,simple,408170,human gut metagenome,S133,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,05992A0090A3CCF5482D9E4147BC035D,BCEA973CD58B393D944EBAF0CC099016
SRR13060115,2020-11-14 10:24:17,2020-11-14 10:19:05,1605090,481527000,1605090,300,197,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13060/SRR13060115/SRR13060115.lite.1,SRX9508500,NB501065:S141,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP292558,PRJNA674880,,674880,SRS7717040,SAMN16679151,simple,408170,human gut metagenome,S141,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,7625A7394EF5FA39642E6563E639B92A,5513B16BF863BAA2550EB90AF271BA82
SRR13060123,2020-11-14 10:24:16,2020-11-14 10:19:48,2600742,715130625,2600742,274,277,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13060/SRR13060123/SRR13060123.lite.1,SRX9508492,NS500153:3.13.DP_wgs,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP292558,PRJNA674880,,674880,SRS7717030,SAMN16678999,simple,408170,human gut metagenome,3.13.DP_wgs,,,,,,,no,,,,,WASHINGTON UNIVERSITY IN ST. LOUIS,SRA1155924,,public,1A36563C209758D442766A1D2F2A0798,11BD47FAAF34B8D879F5E4C543196C02
